Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
34,58,38,Clayey,Paddy,21,2,17,Urea
31,60,32,Black,Millets,34,1,8,28-28
32,63,34,Red,Tobacco,12,28,29,10-26-26
31,59,65,Loamy,Cotton,23,2,23,20-20
39,52,39,Clayey,Paddy,15,16,40,14-35-14
35,47,65,Black,Cotton,2,3,27,DAP
31,47,37,Clayey,Pulses,1,18,17,DAP
28,56,68,Red,Cotton,16,5,39,DAP
29,73,42,Clayey,Paddy,34,2,16,DAP
27,64,64,Black,Cotton,24,2,36,Urea
33,45,30,Black,Oil seeds,52,5,27,Urea
29,59,38,Black,Oil seeds,33,3,19,20-20
22,65,32,Black,Oil seeds,16,14,20,17-17-17
26,54,37,Clayey,Pulses,15,9,13,28-28
32,61,32,Red,Tobacco,35,23,23,28-28
31,61,42,Clayey,Paddy,8,0,13,28-28
32,52,43,Clayey,Paddy,21,10,0,Urea
33,69,34,Sandy,Barley,12,23,31,10-26-26
29,62,62,Red,Cotton,0,0,23,28-28
33,60,27,Red,Tobacco,29,1,13,28-28
29,50,49,Clayey,Paddy,45,0,36,20-20
25,49,41,Clayey,Pulses,18,11,4,28-28
29,61,32,Red,Tobacco,21,3,33,28-28
34,58,35,Red,Ground Nuts,15,14,22,17-17-17
34,54,46,Clayey,Paddy,43,4,24,28-28
32,60,35,Black,Oil seeds,6,1,41,20-20
29,45,32,Clayey,Pulses,21,0,9,Urea
28,66,74,Black,Sugarcane,6,7,31,20-20
20,61,61,Loamy,Cotton,21,11,52,Urea
27,60,51,Black,Millets,18,15,20,17-17-17
36,51,45,Sandy,Barley,18,19,14,17-17-17
25,58,37,Clayey,Pulses,15,13,16,DAP
30,60,62,Red,Cotton,12,16,30,14-35-14
37,62,63,Black,Cotton,26,0,26,Urea
29,55,39,Sandy,Barley,22,10,21,DAP
34,67,40,Clayey,Paddy,20,7,18,20-20
29,58,29,Black,Oil seeds,0,4,19,20-20
27,60,53,Loamy,Sugarcane,19,7,22,20-20
32,48,39,Red,Ground Nuts,20,0,23,DAP
33,57,26,Clayey,Pulses,43,0,24,DAP
35,61,25,Red,Tobacco,36,0,25,Urea
30,56,40,Clayey,Paddy,16,15,31,14-35-14
28,53,40,Clayey,Pulses,35,4,13,28-28
26,61,27,Red,Ground Nuts,0,4,7,28-28
30,61,62,Red,Cotton,11,16,34,14-35-14
25,58,37,Loamy,Sugarcane,15,11,37,14-35-14
29,50,41,Sandy,Maize,21,7,12,Urea
26,57,30,Black,Oil seeds,9,1,19,DAP
30,77,49,Loamy,Wheat,21,0,19,Urea
33,62,31,Red,Tobacco,32,0,16,DAP
28,54,51,Sandy,Maize,13,17,33,14-35-14
35,60,30,Red,Tobacco,24,4,25,28-28
28,58,70,Loamy,Sugarcane,1,10,12,20-20
26,61,63,Black,Cotton,18,15,13,17-17-17
27,62,33,Sandy,Millets,26,0,2,28-28
30,51,63,Loamy,Cotton,21,1,26,Urea
33,69,53,Loamy,Wheat,21,3,33,Urea
29,53,34,Black,Millets,44,1,18,20-20
22,61,36,Clayey,Pulses,13,13,8,20-20
28,57,64,Black,Cotton,16,15,39,14-35-14
26,55,36,Clayey,Pulses,13,0,11,28-28
37,58,54,Loamy,Wheat,18,0,15,20-20
26,67,60,Loamy,Cotton,23,10,20,20-20
33,56,38,Sandy,Millets,9,2,10,28-28
35,61,60,Loamy,Sugarcane,14,15,37,14-35-14
37,65,52,Loamy,Wheat,12,13,30,14-35-14
28,63,40,Red,Ground Nuts,14,3,52,DAP
32,56,35,Black,Millets,21,0,35,Urea
33,57,41,Black,Millets,34,1,0,Urea
33,63,36,Clayey,Pulses,27,15,30,28-28
27,57,33,Black,Oil seeds,21,4,1,Urea
29,58,50,Sandy,Maize,16,12,38,14-35-14
26,59,34,Loamy,Sugarcane,17,18,22,17-17-17
28,57,64,Black,Cotton,16,19,14,17-17-17
33,69,68,Red,Cotton,20,20,18,17-17-17
24,50,47,Sandy,Maize,20,20,16,17-17-17
31,52,24,Clayey,Pulses,21,11,17,Urea
35,61,64,Black,Cotton,16,0,20,28-28
29,56,60,Loamy,Cotton,15,0,31,20-20
29,67,32,Red,Tobacco,13,26,29,10-26-26
31,74,49,Loamy,Wheat,28,5,9,Urea
26,59,35,Clayey,Pulses,29,3,7,20-20
26,60,42,Black,Sugarcane,24,0,42,20-20
28,60,34,Clayey,Pulses,12,0,5,20-20
35,63,49,Loamy,Wheat,11,13,40,14-35-14
27,65,59,Loamy,Sugarcane,21,3,38,Urea
31,62,63,Black,Cotton,15,17,17,17-17-17
30,56,32,Clayey,Pulses,34,4,27,28-28
24,54,36,Red,Ground Nuts,21,0,8,Urea
38,59,51,Loamy,Wheat,0,6,10,28-28
28,59,47,Sandy,Maize,15,19,21,17-17-17
29,69,66,Black,Cotton,19,1,19,28-28
30,57,64,Red,Cotton,17,4,16,20-20
30,56,62,Black,Cotton,15,14,38,14-35-14
41,65,51,Loamy,Wheat,24,1,18,Urea
34,59,35,Red,Tobacco,26,1,14,Urea
34,58,64,Red,Cotton,21,4,21,Urea
31,58,36,Red,Tobacco,9,27,23,10-26-26
23,55,32,Clayey,Pulses,11,11,16,DAP
26,60,34,Clayey,Pulses,7,27,24,10-26-26
33,69,49,Loamy,Wheat,26,15,22,DAP
30,52,37,Clayey,Pulses,12,27,26,10-26-26
20,48,37,Clayey,Pulses,7,0,16,28-28
34,67,30,Black,Oil seeds,23,3,16,DAP
35,65,32,Red,Tobacco,21,0,13,Urea
36,52,34,Red,Ground Nuts,21,3,4,Urea
34,57,34,Sandy,Millets,25,0,13,Urea
34,51,29,Red,Ground Nuts,34,2,12,Urea
26,48,36,Clayey,Pulses,31,11,15,20-20
29,57,34,Clayey,Pulses,27,2,2,28-28
34,66,40,Sandy,Barley,2,10,23,DAP
29,58,49,Loamy,Wheat,17,15,31,14-35-14
28,56,37,Red,Ground Nuts,23,0,52,28-28
30,69,44,Clayey,Paddy,14,14,38,14-35-14
28,59,38,Clayey,Pulses,19,18,19,17-17-17
37,69,33,Black,Oil seeds,13,15,39,14-35-14
32,65,35,Red,Tobacco,27,0,16,DAP
28,61,36,Sandy,Millets,30,0,0,20-20
35,67,30,Red,Tobacco,2,4,1,28-28
31,66,31,Red,Tobacco,31,0,9,Urea
25,60,40,Sandy,Maize,20,0,25,28-28
29,50,43,Clayey,Paddy,21,0,0,Urea
33,58,39,Red,Ground Nuts,28,0,16,DAP
33,65,64,Red,Cotton,20,12,25,DAP
26,52,47,Clayey,Paddy,11,17,30,14-35-14
31,60,57,Sandy,Maize,22,18,0,Urea
30,60,52,Loamy,Sugarcane,15,19,0,20-20
37,52,38,Red,Ground Nuts,21,4,29,Urea
40,62,54,Loamy,Wheat,40,1,12,28-28
38,58,66,Black,Cotton,28,4,41,28-28
25,73,42,Sandy,Barley,15,17,12,17-17-17
30,54,35,Sandy,Maize,21,0,19,Urea
29,54,66,Loamy,Cotton,11,13,30,14-35-14
32,65,34,Red,Tobacco,14,16,38,14-35-14
29,64,25,Red,Ground Nuts,9,1,16,DAP
33,66,56,Loamy,Sugarcane,26,0,5,28-28
27,68,64,Black,Cotton,24,12,16,DAP
26,56,37,Clayey,Pulses,43,6,12,28-28
23,54,65,Red,Cotton,35,0,16,DAP
30,69,45,Clayey,Paddy,32,0,0,Urea
29,58,45,Clayey,Paddy,14,12,30,14-35-14
31,71,53,Loamy,Wheat,21,10,11,Urea
32,62,38,Clayey,Paddy,22,0,21,28-28
30,65,29,Red,Tobacco,21,0,16,DAP
28,55,55,Loamy,Sugarcane,23,3,34,DAP
32,56,46,Clayey,Paddy,21,6,24,DAP
28,68,41,Clayey,Pulses,20,0,13,20-20
27,53,37,Clayey,Pulses,7,23,31,10-26-26
27,63,35,Sandy,Barley,8,8,40,28-28
31,65,27,Red,Tobacco,15,16,40,14-35-14
30,56,41,Loamy,Sugarcane,4,12,19,20-20
27,57,40,Clayey,Pulses,16,1,18,DAP
31,57,35,Black,Sugarcane,20,14,12,17-17-17
25,54,35,Black,Oil seeds,1,4,0,20-20
26,59,51,Loamy,Wheat,25,8,5,Urea
24,54,44,Red,Ground Nuts,16,14,22,17-17-17
28,61,42,Black,Millets,17,1,16,DAP
30,56,62,Red,Cotton,28,14,32,DAP
31,63,66,Loamy,Sugarcane,14,16,21,17-17-17
27,63,37,Loamy,Sugarcane,4,3,33,DAP
26,51,42,Red,Ground Nuts,26,0,34,DAP
32,60,63,Black,Sugarcane,21,3,4,Urea
33,63,34,Red,Tobacco,21,1,13,Urea
31,53,43,Clayey,Paddy,22,2,0,Urea
26,64,27,Red,Ground Nuts,19,14,15,17-17-17
31,60,63,Red,Cotton,14,13,37,14-35-14
35,60,40,Clayey,Paddy,25,0,16,DAP
30,44,41,Loamy,Sugarcane,16,19,13,17-17-17
32,62,47,Loamy,Wheat,39,2,12,28-28
34,66,42,Clayey,Paddy,27,9,12,28-28
28,55,39,Clayey,Pulses,45,8,16,20-20
26,73,27,Clayey,Pulses,12,15,35,14-35-14
25,58,32,Black,Oil seeds,31,0,52,20-20
27,67,42,Sandy,Maize,10,10,7,28-28
31,68,37,Clayey,Paddy,21,1,28,Urea
27,62,51,Loamy,Sugarcane,21,11,28,Urea
24,58,35,Clayey,Pulses,9,6,43,DAP
25,48,32,Clayey,Pulses,9,26,25,10-26-26
34,61,65,Black,Cotton,9,29,24,10-26-26
31,66,63,Black,Cotton,21,5,44,Urea
43,54,49,Loamy,Wheat,21,0,42,Urea
24,58,31,Clayey,Pulses,16,14,36,14-35-14
33,80,50,Loamy,Wheat,0,2,12,28-28
38,61,63,Red,Cotton,39,6,11,20-20
27,59,47,Sandy,Millets,24,0,0,Urea
36,69,63,Red,Cotton,9,1,16,DAP
27,63,62,Red,Cotton,20,5,16,DAP
32,54,40,Sandy,Maize,21,8,25,Urea
30,62,42,Red,Ground Nuts,27,3,16,DAP
26,63,50,Loamy,Wheat,20,0,26,28-28
29,60,39,Clayey,Paddy,20,16,20,17-17-17
30,60,54,Loamy,Sugarcane,21,12,29,Urea
26,68,64,Red,Cotton,26,5,16,DAP
29,65,41,Sandy,Millets,0,0,14,20-20
33,53,36,Red,Ground Nuts,10,7,12,20-20
28,55,31,Clayey,Pulses,13,16,36,14-35-14
31,63,62,Loamy,Sugarcane,30,0,3,20-20
27,67,61,Red,Cotton,16,4,0,20-20
28,61,36,Clayey,Pulses,16,17,36,14-35-14
27,53,40,Clayey,Paddy,33,6,30,Urea
28,61,62,Loamy,Cotton,21,2,41,Urea
38,58,52,Loamy,Wheat,35,0,0,Urea
33,61,29,Red,Tobacco,13,25,29,10-26-26
30,53,34,Black,Oil seeds,43,3,33,20-20
35,61,63,Loamy,Cotton,9,0,52,DAP
30,66,65,Black,Cotton,18,16,16,17-17-17
31,52,29,Red,Ground Nuts,7,3,24,DAP
34,53,31,Red,Ground Nuts,30,0,21,28-28
29,57,45,Sandy,Millets,21,0,0,Urea
29,57,58,Loamy,Sugarcane,12,0,0,20-20
28,56,39,Sandy,Millets,13,0,13,20-20
24,49,31,Clayey,Pulses,8,26,27,10-26-26
31,57,41,Sandy,Maize,15,13,31,14-35-14
28,63,35,Red,Tobacco,17,0,16,DAP
31,52,50,Loamy,Wheat,7,24,22,10-26-26
28,55,45,Sandy,Maize,21,2,8,28-28
32,55,43,Sandy,Barley,11,17,39,14-35-14
32,53,32,Black,Oil seeds,16,5,45,DAP
31,67,32,Red,Tobacco,11,26,24,10-26-26
24,64,34,Black,Oil seeds,43,3,43,20-20
30,59,43,Clayey,Paddy,52,5,32,Urea
29,60,38,Black,Millets,21,1,21,Urea
33,58,46,Loamy,Sugarcane,8,13,16,DAP
28,55,39,Sandy,Millets,17,0,33,28-28
31,67,40,Black,Sugarcane,17,11,0,20-20
26,63,33,Loamy,Sugarcane,17,3,12,20-20
29,63,63,Loamy,Cotton,12,12,36,14-35-14
27,59,39,Sandy,Millets,21,1,21,Urea
33,45,29,Clayey,Pulses,21,11,35,Urea
26,59,65,Black,Cotton,27,1,28,Urea
40,50,49,Sandy,Barley,14,19,15,17-17-17
32,57,29,Sandy,Millets,8,27,30,10-26-26
34,77,50,Loamy,Wheat,29,3,16,DAP
26,59,35,Clayey,Pulses,15,11,17,20-20
32,62,33,Red,Tobacco,21,10,6,Urea
31,53,41,Clayey,Paddy,14,16,39,14-35-14
34,71,51,Loamy,Sugarcane,12,17,31,14-35-14
29,51,52,Loamy,Sugarcane,26,4,9,20-20
34,49,31,Black,Oil seeds,25,4,32,28-28
34,54,61,Red,Cotton,31,5,29,DAP
25,61,63,Loamy,Cotton,21,3,8,Urea
27,54,36,Clayey,Pulses,10,26,24,10-26-26
23,65,33,Black,Oil seeds,14,12,31,14-35-14
33,64,37,Red,Ground Nuts,0,0,20,DAP
33,60,46,Black,Sugarcane,0,0,38,20-20
26,53,35,Clayey,Pulses,0,1,0,28-28
28,63,35,Clayey,Paddy,9,27,21,10-26-26
32,51,38,Clayey,Pulses,32,3,0,Urea
31,58,35,Clayey,Pulses,7,28,30,10-26-26
31,61,33,Red,Ground Nuts,25,0,27,DAP
32,57,33,Black,Oil seeds,21,0,15,Urea
28,64,66,Red,Cotton,6,11,16,DAP
30,57,83,Black,Sugarcane,9,12,22,DAP
29,58,27,Black,Sugarcane,21,9,18,Urea
34,59,66,Black,Cotton,16,11,30,14-35-14
32,64,64,Red,Cotton,22,1,43,DAP
32,60,44,Loamy,Sugarcane,16,19,16,17-17-17
32,58,62,Black,Cotton,21,1,23,Urea
27,53,64,Loamy,Cotton,29,0,31,Urea
35,61,47,Loamy,Wheat,31,2,31,Urea
25,50,41,Clayey,Paddy,21,2,24,Urea
29,52,27,Black,Oil seeds,39,0,2,20-20
32,59,44,Clayey,Paddy,31,5,31,Urea
28,63,37,Black,Millets,25,0,37,20-20
28,61,44,Sandy,Barley,17,17,17,17-17-17
34,50,32,Clayey,Pulses,37,10,37,28-28
30,54,59,Black,Sugarcane,7,0,0,20-20
28,54,44,Black,Millets,21,0,0,Urea
27,70,39,Sandy,Barley,6,0,16,DAP
24,54,30,Clayey,Pulses,4,16,31,20-20
26,63,37,Sandy,Millets,5,0,30,20-20
34,57,45,Clayey,Paddy,21,15,15,Urea
33,61,41,Clayey,Paddy,15,17,35,14-35-14
25,54,34,Sandy,Maize,15,9,5,28-28
29,59,32,Red,Tobacco,21,0,6,Urea
23,60,32,Clayey,Pulses,2,20,37,20-20
30,58,55,Loamy,Sugarcane,14,19,14,17-17-17
35,65,44,Clayey,Paddy,37,0,49,Urea
34,63,30,Red,Ground Nuts,21,3,21,Urea
26,59,38,Sandy,Barley,10,28,23,10-26-26
37,58,53,Loamy,Wheat,11,27,28,10-26-26
33,62,39,Clayey,Paddy,8,28,25,10-26-26
35,68,50,Loamy,Wheat,34,0,25,28-28
34,52,49,Loamy,Wheat,16,13,36,14-35-14
30,52,46,Loamy,Sugarcane,15,8,36,DAP
29,70,43,Loamy,Sugarcane,7,16,16,DAP
32,50,41,Clayey,Paddy,12,24,22,10-26-26
26,62,38,Black,Millets,27,0,47,28-28
30,56,33,Sandy,Millets,33,0,15,28-28
24,61,66,Black,Cotton,24,5,15,28-28
27,49,37,Clayey,Pulses,0,0,3,20-20
33,60,42,Sandy,Barley,16,17,35,14-35-14
33,65,37,Black,Oil seeds,16,16,40,14-35-14
29,64,51,Loamy,Sugarcane,10,6,10,20-20
37,64,54,Loamy,Wheat,15,13,38,14-35-14
31,58,42,Sandy,Barley,10,0,20,DAP
28,56,35,Black,Millets,21,0,11,Urea
29,61,33,Sandy,Millets,39,1,16,DAP
37,58,46,Sandy,Barley,10,23,21,10-26-26
33,64,66,Black,Cotton,27,1,15,28-28
29,55,36,Sandy,Millets,31,0,0,Urea
31,67,40,Loamy,Sugarcane,11,15,34,14-35-14
32,59,38,Sandy,Millets,31,1,0,20-20
31,70,48,Loamy,Wheat,29,3,26,DAP
26,51,46,Black,Sugarcane,14,17,22,17-17-17
26,55,60,Black,Sugarcane,22,1,9,20-20
35,58,37,Clayey,Paddy,38,8,19,20-20
32,66,61,Loamy,Cotton,15,0,1,20-20
24,68,41,Clayey,Paddy,11,17,36,14-35-14
27,59,65,Loamy,Cotton,29,0,18,DAP
28,59,41,Sandy,Millets,34,1,9,20-20
26,44,35,Sandy,Barley,14,0,16,DAP
33,60,41,Clayey,Paddy,14,3,25,20-20
27,53,33,Clayey,Pulses,17,17,12,17-17-17
33,66,40,Clayey,Paddy,5,0,18,DAP
27,63,64,Loamy,Cotton,15,13,31,14-35-14
35,56,37,Clayey,Paddy,11,14,32,14-35-14
32,63,64,Loamy,Cotton,36,4,40,28-28
26,59,55,Loamy,Sugarcane,23,10,21,Urea
32,60,31,Red,Tobacco,17,16,15,17-17-17
28,52,65,Loamy,Sugarcane,32,2,21,DAP
29,60,35,Sandy,Millets,21,0,20,Urea
26,57,47,Sandy,Millets,21,0,4,Urea
32,52,33,Red,Ground Nuts,26,0,23,Urea
25,64,42,Clayey,Paddy,17,11,34,14-35-14
26,57,32,Black,Millets,13,0,43,DAP
34,54,45,Sandy,Barley,5,14,21,28-28
30,55,40,Sandy,Millets,23,2,22,DAP
29,59,37,Sandy,Millets,21,1,14,Urea
31,66,55,Loamy,Wheat,21,3,16,Urea
31,81,52,Loamy,Wheat,17,4,30,DAP
29,53,31,Black,Millets,28,1,12,20-20
34,57,35,Black,Oil seeds,21,5,47,Urea
29,49,35,Red,Ground Nuts,48,4,16,DAP
29,61,44,Sandy,Maize,34,4,32,Urea
31,56,53,Loamy,Wheat,8,28,22,10-26-26
29,79,37,Black,Oil seeds,29,7,21,20-20
30,60,37,Sandy,Millets,24,0,0,20-20
33,66,61,Black,Cotton,21,7,24,28-28
24,55,33,Red,Ground Nuts,25,0,16,DAP
27,62,30,Red,Ground Nuts,21,0,6,Urea
27,52,43,Sandy,Barley,13,7,25,28-28
32,57,48,Sandy,Maize,17,17,36,14-35-14
32,51,40,Clayey,Paddy,12,12,39,14-35-14
30,69,44,Sandy,Barley,4,3,10,28-28
37,70,62,Loamy,Cotton,27,0,30,DAP
26,54,44,Loamy,Sugarcane,17,4,35,20-20
32,59,30,Red,Ground Nuts,38,0,16,DAP
32,62,47,Sandy,Barley,16,3,25,DAP
30,61,53,Black,Sugarcane,14,11,36,14-35-14
33,59,68,Loamy,Sugarcane,13,0,29,20-20
32,62,34,Red,Tobacco,21,0,52,Urea
30,52,35,Clayey,Pulses,11,0,41,28-28
25,47,37,Clayey,Pulses,10,0,8,20-20
30,54,36,Red,Ground Nuts,21,1,23,Urea
31,58,40,Sandy,Millets,50,0,31,DAP
28,61,33,Red,Tobacco,26,1,26,Urea
24,62,48,Clayey,Paddy,21,0,0,Urea
26,64,60,Black,Sugarcane,18,1,34,20-20
30,58,31,Clayey,Pulses,15,15,33,14-35-14
27,71,49,Loamy,Wheat,6,0,19,20-20
25,48,38,Clayey,Pulses,22,2,21,28-28
29,56,46,Clayey,Paddy,32,0,9,Urea
30,59,53,Loamy,Sugarcane,18,13,16,DAP
27,61,51,Sandy,Barley,17,17,19,17-17-17
33,54,34,Clayey,Pulses,23,14,26,Urea
27,64,61,Black,Cotton,7,11,27,DAP
28,69,41,Clayey,Paddy,21,1,24,Urea
32,57,40,Clayey,Paddy,19,15,16,17-17-17
28,51,45,Sandy,Maize,12,17,36,14-35-14
23,56,42,Clayey,Paddy,16,13,32,14-35-14
24,46,34,Black,Oil seeds,21,3,5,Urea
29,51,31,Black,Oil seeds,11,14,37,14-35-14
22,55,30,Clayey,Pulses,12,15,37,14-35-14
31,61,63,Black,Cotton,25,0,33,Urea
24,45,33,Clayey,Pulses,14,14,34,14-35-14
33,55,30,Red,Ground Nuts,38,0,0,28-28
34,58,61,Black,Cotton,25,2,52,DAP
25,56,24,Black,Oil seeds,15,7,16,DAP
29,58,41,Black,Millets,22,0,5,20-20
37,60,31,Red,Ground Nuts,27,1,11,Urea
34,73,48,Loamy,Wheat,14,18,20,17-17-17
29,55,53,Sandy,Barley,13,0,29,DAP
29,60,34,Clayey,Pulses,10,1,0,20-20
37,66,27,Black,Oil seeds,12,16,34,14-35-14
33,57,32,Sandy,Millets,35,1,28,Urea
32,54,63,Loamy,Cotton,48,7,52,Urea
34,69,40,Clayey,Paddy,15,12,33,14-35-14
31,65,32,Black,Sugarcane,21,0,24,Urea
29,58,41,Clayey,Paddy,18,0,26,28-28
42,55,51,Loamy,Wheat,21,0,16,DAP
39,53,36,Clayey,Paddy,46,1,16,Urea
32,60,45,Clayey,Paddy,31,5,29,28-28
28,55,64,Loamy,Cotton,14,17,37,14-35-14
30,51,25,Clayey,Pulses,52,11,31,28-28
33,72,53,Loamy,Wheat,31,0,26,28-28
31,46,32,Clayey,Pulses,37,6,23,DAP
26,50,39,Clayey,Pulses,21,8,26,28-28
33,61,61,Loamy,Cotton,14,7,32,DAP
30,57,46,Sandy,Millets,28,0,20,28-28
23,56,34,Clayey,Pulses,21,5,29,20-20
32,58,45,Clayey,Paddy,14,14,37,14-35-14
30,61,33,Black,Oil seeds,0,7,29,DAP
29,56,30,Sandy,Millets,21,0,0,Urea
31,69,56,Loamy,Wheat,11,23,23,10-26-26
29,54,27,Clayey,Pulses,13,28,28,10-26-26
28,62,65,Red,Cotton,16,0,16,DAP
28,45,34,Clayey,Pulses,12,17,33,14-35-14
30,55,37,Sandy,Millets,26,0,15,20-20
37,58,42,Sandy,Barley,20,15,15,17-17-17
33,64,39,Sandy,Barley,18,17,19,17-17-17
28,54,40,Black,Millets,40,0,16,DAP
22,60,32,Sandy,Millets,33,0,0,28-28
30,75,27,Red,Ground Nuts,10,0,16,28-28
33,64,36,Red,Tobacco,21,10,23,Urea
21,60,44,Sandy,Barley,9,23,22,10-26-26
31,56,52,Loamy,Wheat,39,6,40,28-28
35,64,51,Loamy,Wheat,11,11,30,14-35-14
34,66,67,Red,Cotton,16,12,37,14-35-14
33,72,45,Clayey,Paddy,36,0,28,28-28
26,62,56,Sandy,Maize,23,8,28,28-28
32,57,63,Black,Cotton,14,14,36,14-35-14
26,61,41,Black,Sugarcane,18,15,14,17-17-17
35,64,50,Loamy,Wheat,9,28,30,10-26-26
29,58,36,Clayey,Paddy,25,0,18,28-28
28,55,43,Black,Millets,28,1,12,20-20
29,59,43,Black,Millets,0,0,31,20-20
29,56,51,Loamy,Sugarcane,14,18,14,17-17-17
37,57,50,Loamy,Wheat,35,0,12,20-20
35,60,30,Red,Tobacco,14,0,27,28-28
27,52,46,Sandy,Barley,20,17,20,17-17-17
26,65,32,Sandy,Maize,36,5,51,28-28
24,53,50,Sandy,Maize,15,15,31,14-35-14
28,61,39,Clayey,Paddy,21,7,0,28-28
30,64,35,Loamy,Sugarcane,16,15,30,14-35-14
31,60,39,Clayey,Pulses,14,8,26,DAP
31,68,44,Clayey,Paddy,17,10,16,DAP
33,67,63,Black,Cotton,17,1,31,28-28
35,56,32,Black,Oil seeds,17,12,33,14-35-14
31,61,65,Loamy,Cotton,0,2,22,DAP
27,50,64,Red,Cotton,21,0,30,Urea
31,59,40,Clayey,Paddy,18,0,33,28-28
32,66,51,Loamy,Sugarcane,2,2,3,20-20
29,62,63,Loamy,Cotton,12,8,16,DAP
29,62,39,Loamy,Sugarcane,11,12,39,14-35-14
29,73,54,Loamy,Wheat,4,11,16,DAP
25,54,54,Loamy,Sugarcane,9,0,13,20-20
36,57,44,Clayey,Paddy,30,0,16,DAP
26,59,35,Sandy,Millets,22,1,29,Urea
30,61,34,Red,Tobacco,28,0,3,Urea
33,71,64,Loamy,Cotton,6,8,26,28-28
27,54,46,Sandy,Barley,8,3,16,DAP
37,61,43,Clayey,Paddy,22,2,21,DAP
36,55,33,Red,Tobacco,23,0,23,Urea
33,58,42,Sandy,Millets,17,1,19,20-20
28,60,33,Red,Tobacco,41,0,19,28-28
32,57,53,Loamy,Sugarcane,21,11,48,Urea
24,58,68,Black,Cotton,13,0,39,DAP
39,67,32,Sandy,Barley,17,0,16,DAP
34,60,55,Loamy,Sugarcane,17,17,19,17-17-17
26,62,64,Red,Cotton,15,14,40,14-35-14
33,64,65,Black,Cotton,18,15,22,17-17-17
26,55,39,Sandy,Maize,23,14,29,28-28
24,54,34,Clayey,Pulses,7,3,24,28-28
28,65,41,Red,Ground Nuts,18,17,22,17-17-17
33,63,28,Red,Tobacco,21,10,34,Urea
32,47,61,Black,Cotton,21,2,24,Urea
32,68,43,Red,Ground Nuts,14,14,19,17-17-17
36,61,42,Clayey,Paddy,18,20,22,17-17-17
28,61,54,Sandy,Maize,21,0,38,Urea
28,57,37,Sandy,Millets,0,1,23,28-28
29,49,31,Loamy,Sugarcane,22,8,32,DAP
26,59,35,Black,Millets,26,0,10,Urea
27,62,31,Red,Tobacco,32,0,3,Urea
22,54,41,Clayey,Pulses,21,8,19,Urea
24,59,62,Black,Cotton,19,10,33,28-28
32,61,48,Loamy,Wheat,7,27,22,10-26-26
28,62,30,Red,Tobacco,8,26,25,10-26-26
34,50,47,Sandy,Barley,19,18,12,17-17-17
33,60,65,Loamy,Cotton,20,6,16,DAP
28,64,41,Sandy,Millets,35,0,29,DAP
27,51,42,Sandy,Maize,25,4,19,20-20
33,56,32,Clayey,Pulses,12,27,24,10-26-26
33,49,37,Red,Ground Nuts,20,20,19,17-17-17
41,65,51,Loamy,Wheat,21,0,19,Urea
30,57,33,Red,Tobacco,14,0,27,28-28
29,55,35,Clayey,Pulses,12,26,28,10-26-26
28,56,39,Sandy,Millets,31,2,14,Urea
28,61,33,Clayey,Pulses,10,4,29,DAP
31,58,31,Black,Oil seeds,34,2,12,20-20
34,59,66,Red,Cotton,21,2,29,Urea
28,58,40,Sandy,Maize,22,7,33,28-28
28,58,38,Black,Millets,38,1,0,Urea
27,63,61,Loamy,Cotton,19,14,19,17-17-17
34,59,52,Loamy,Wheat,7,29,28,10-26-26
27,55,55,Loamy,Sugarcane,19,17,17,17-17-17
26,70,19,Red,Ground Nuts,21,0,10,Urea
33,56,29,Sandy,Maize,0,1,16,28-28
31,54,32,Clayey,Pulses,30,10,20,28-28
30,60,28,Black,Millets,22,0,11,20-20
30,61,49,Loamy,Wheat,39,14,0,Urea
35,61,46,Clayey,Paddy,33,0,46,28-28
28,71,56,Black,Sugarcane,24,7,24,20-20
28,39,41,Sandy,Barley,16,15,37,14-35-14
33,63,66,Black,Cotton,31,2,52,DAP
37,61,57,Black,Sugarcane,24,0,16,DAP
35,54,45,Sandy,Millets,21,0,10,Urea
29,51,48,Loamy,Sugarcane,19,8,0,20-20
23,64,46,Sandy,Barley,8,9,25,20-20
34,62,42,Clayey,Paddy,37,5,5,28-28
35,65,42,Clayey,Paddy,11,17,38,14-35-14
29,54,40,Black,Millets,13,3,0,28-28
34,67,32,Black,Oil seeds,23,7,13,20-20
32,69,31,Red,Tobacco,12,23,30,10-26-26
30,59,50,Loamy,Wheat,21,13,0,Urea
28,59,62,Loamy,Sugarcane,23,7,14,20-20
26,56,62,Loamy,Cotton,21,8,47,Urea
32,65,29,Red,Tobacco,21,0,31,Urea
28,50,44,Clayey,Paddy,52,8,23,28-28
29,68,34,Black,Oil seeds,28,5,27,20-20
27,58,41,Red,Ground Nuts,25,7,16,DAP
32,65,32,Red,Tobacco,7,25,31,10-26-26
27,58,34,Sandy,Maize,33,13,19,28-28
28,63,33,Red,Tobacco,9,27,28,10-26-26
26,55,36,Loamy,Sugarcane,20,12,23,20-20
31,47,31,Red,Ground Nuts,19,16,12,17-17-17
33,52,43,Clayey,Paddy,21,12,0,Urea
31,60,30,Red,Tobacco,20,19,18,17-17-17
30,58,41,Red,Ground Nuts,15,19,17,17-17-17
32,59,35,Sandy,Millets,18,16,22,17-17-17
29,56,47,Black,Millets,21,0,22,Urea
